start,stop,description,location,name_surname,activity,course_desc,location_id,prof_id,group_id,course_id,comment,URL
2024-11-27T08:00:00+00:00,2024-11-27T10:30:00+00:00,P-Osnove inženiringa in programske opreme-VS-Redni,410,Robert Leskovar,P,Osnove inženiringa in programske opreme,,,,,,
2024-11-19T08:00:00+00:00,2024-11-19T10:30:00+00:00,P-Osnove inženiringa in programske opreme-VS-Redni,410,Robert Leskovar,P,Osnove inženiringa in programske opreme,,,,,,
2024-11-26T08:00:00+00:00,2024-11-26T10:30:00+00:00,P-Osnove inženiringa in programske opreme-VS-Redni,410,Robert Leskovar,P,Osnove inženiringa in programske opreme,,,,,,
2023-06-23T10:30:00+00:00,2023-06-23T11:00:00+00:00,"Zagovor magisterija: Nesterov Pavel - - Mentor: Mirjana Kljajić Borštnar/FOV, somentor: -MAG-Izredni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2023-09-07T10:30:00+00:00,2023-09-07T11:00:00+00:00,"Zagovor diplome: Verovšek Urban - - Mentor: Uroš Rajkovič/FOV, somentor: -VS-Redni",706 Sejna soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-11-19T14:15:00+00:00,2024-11-19T16:45:00+00:00,e-P-Projekt izgradnje informacijskega sistema-UNI-Redni,E-učilnica,Robert Leskovar,e-P,Projekt izgradnje informacijskega sistema,,,,,,
2024-12-10T08:00:00+00:00,2024-12-10T10:30:00+00:00,P-Projekt izgradnje informacijskega sistema-UNI-Redni,410,Robert Leskovar,P,Projekt izgradnje informacijskega sistema,,,,,,
2024-12-17T08:00:00+00:00,2024-12-17T10:30:00+00:00,P-Kakovost programske opreme-MAG-Redni,MS Teams,Robert Leskovar,P,Kakovost programske opreme,,,,,,
2024-10-17T10:45:00+00:00,2024-10-17T13:15:00+00:00,P-Uvod v inženiring programske opreme-UNI-Redni,410,Robert Leskovar,P,Uvod v inženiring programske opreme,,,,,,
2024-01-26T09:00:00+00:00,2024-01-26T09:30:00+00:00,"Zagovor diplome: Pičman Lara - - Mentor: Robert Leskovar/FOV, somentor: -UNI-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2025-01-06T08:00:00+00:00,2025-01-06T10:30:00+00:00,e-P-Kakovost programske opreme-MAG-Redni,E-učilnica,Robert Leskovar,e-P,Kakovost programske opreme,,,,,,
2023-09-29T10:00:00+00:00,2023-09-29T10:30:00+00:00,"Zagovor magisterija: Arh Patrik - - Mentor: Robert Leskovar/FOV, somentor: -MAG-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2023-06-23T10:00:00+00:00,2023-06-23T10:30:00+00:00,"Zagovor diplome: Šahinović Edin - - Mentor: Alenka Baggia/FOV, somentor: Robert Leskovar/FOV-VS-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-11-18T08:00:00+00:00,2024-11-18T10:30:00+00:00,P-Osnove inženiringa in programske opreme-VS-Redni,410,Robert Leskovar,P,Osnove inženiringa in programske opreme,,,,,,
2024-01-26T08:30:00+00:00,2024-01-26T09:00:00+00:00,"Zagovor diplome: Repnik Ines - - Mentor: Robert Leskovar/FOV, somentor: -VS-Izredni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2023-11-23T14:00:00+00:00,2023-11-23T14:30:00+00:00,"Zagovor diplome: Perne Nik - - Mentor: Robert Leskovar/FOV, somentor: -VS-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2025-01-08T08:00:00+00:00,2025-01-08T10:30:00+00:00,e-P-Kakovost programske opreme-MAG-Redni,E-učilnica,Robert Leskovar,e-P,Kakovost programske opreme,,,,,,
2024-12-12T13:30:00+00:00,2024-12-12T14:00:00+00:00,"Zagovor diplome: Andonov Sandro - - Mentor: Iztok Bitenc/FOV, somentor: Robert Leskovar/FOV-VS-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-12-19T08:00:00+00:00,2024-12-19T10:30:00+00:00,e-P-Kakovost programske opreme-MAG-Redni,E-učilnica,Robert Leskovar,e-P,Kakovost programske opreme,,,,,,
2024-09-26T10:00:00+00:00,2024-09-26T10:30:00+00:00,"Zagovor magisterija: đadež Maja - - Mentor: Alenka Baggia/FOV, somentor: -MAG-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-11-22T08:00:00+00:00,2024-11-22T10:30:00+00:00,P-Osnove inženiringa in programske opreme-VS-Redni,410,Robert Leskovar,P,Osnove inženiringa in programske opreme,,,,,,
2019-09-04T09:00:00+00:00,2019-09-04T09:30:00+00:00,"Zagovor diplome: Bizjan Mark - - Mentor: Alenka Baggia/FOV, somentor: Marjan Senegačnik/FOV-VS-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-10-16T10:45:00+00:00,2024-10-16T13:15:00+00:00,P-Uvod v inženiring programske opreme-UNI-Redni,410,Robert Leskovar,P,Uvod v inženiring programske opreme,,,,,,
2024-11-08T08:00:00+00:00,2024-11-08T10:30:00+00:00,P-Uvod v inženiring programske opreme-UNI-Redni,410,Robert Leskovar,P,Uvod v inženiring programske opreme,,,,,,
2024-10-10T10:45:00+00:00,2024-10-10T13:15:00+00:00,e-P-Uvod v inženiring programske opreme-UNI-Redni,E-učilnica,Robert Leskovar,e-P,Uvod v inženiring programske opreme,,,,,,
2024-12-16T08:00:00+00:00,2024-12-16T10:30:00+00:00,P-Kakovost programske opreme-MAG-Redni,410,Robert Leskovar,P,Kakovost programske opreme,,,,,,
2023-09-29T10:30:00+00:00,2023-09-29T11:00:00+00:00,"Zagovor magisterija: Marolt Katja - - Mentor: Andreja Pucihar/FOV, somentor: Gričar Primož-MAG-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2019-11-29T15:30:00+00:00,2019-11-29T16:00:00+00:00,"Zagovor magisterija: Kozjek Denis - - Mentor: Davorin Kofjač/FOV, somentor: Uroš Kerin-MAG-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-11-04T08:00:00+00:00,2024-11-04T10:30:00+00:00,P-Projekt izgradnje informacijskega sistema-UNI-Redni,410,Robert Leskovar,P,Projekt izgradnje informacijskega sistema,,,,,,
2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,P-Kakovost programske opreme-MAG-Redni,410,Robert Leskovar,P,Kakovost programske opreme,,,,,,
2023-09-27T11:30:00+00:00,2023-09-27T12:00:00+00:00,"Zagovor magisterija: Vengar Rok - - Mentor: Alenka Baggia/FOV, somentor: Gregor Lenart/FOV-MAG-Redni",707 Diplomska soba,Robert Leskovar,Zagovor,Zagovor,,,,,,
2024-10-01T14:15:00+00:00,2024-10-01T16:45:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Nevenka Maher,P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-03T14:15:00+00:00,2024-10-03T16:45:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Nevenka Maher,P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-02T17:00:00+00:00,2024-10-02T19:30:00+00:00,e-P-Uvod v poslovodenje in računovodstvo-UNI-Redni,E-učilnica,Nevenka Maher,e-P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-09T14:15:00+00:00,2024-10-09T16:45:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Nevenka Maher,P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-04T10:45:00+00:00,2024-10-04T13:15:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Nevenka Maher,P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-08T17:00:00+00:00,2024-10-08T19:30:00+00:00,e-P-Uvod v poslovodenje in računovodstvo-UNI-Redni,E-učilnica,Nevenka Maher,e-P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-07T14:15:00+00:00,2024-10-07T16:45:00+00:00,e-P-Uvod v poslovodenje in računovodstvo-UNI-Redni,E-učilnica,Nevenka Maher,e-P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-10T14:15:00+00:00,2024-10-10T16:45:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Nevenka Maher,P,Uvod v poslovodenje in računovodstvo,,,,,,
2025-01-17T10:45:00+00:00,2025-01-17T13:15:00+00:00,V-Management vzdrževanja-VS-Redni,302,Damjan Maletic,V,Management vzdrževanja,,,,,,
2025-01-08T10:45:00+00:00,2025-01-08T13:15:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2025-01-15T17:00:00+00:00,2025-01-15T21:05:00+00:00,Konzultacije-Management vzdrževanja-VS-Izredni,MS Teams,Damjan Maletic,Konzultacije * VS-I,Management vzdrževanja-,,,,,,
2020-03-12T10:00:00+00:00,2020-03-12T10:30:00+00:00,"Zagovor magisterija: Nemeček Sebastijan - - Mentor: , somentor: -MAG-Izredni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2020-03-05T09:30:00+00:00,2020-03-05T10:00:00+00:00,"Zagovor diplome: Varl Anja - - Mentor: Damjan Maletič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-14T10:45:00+00:00,2025-01-14T13:15:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2024-12-24T10:45:00+00:00,2024-12-24T13:15:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,302,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2025-01-16T10:45:00+00:00,2025-01-16T13:15:00+00:00,V-Management vzdrževanja-VS-Redni,302,Damjan Maletic,V,Management vzdrževanja,,,,,,
2024-12-19T14:15:00+00:00,2024-12-19T16:45:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2025-01-15T10:45:00+00:00,2025-01-15T13:15:00+00:00,V-Management vzdrževanja-VS-Redni,302,Damjan Maletic,V,Management vzdrževanja,,,,,,
2024-12-20T14:15:00+00:00,2024-12-20T16:45:00+00:00,P-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Damjan Maletic,P,Praktikum inženiringa poslovnih sistemov,,,,,,
2020-02-13T10:00:00+00:00,2020-02-13T10:30:00+00:00,"Zagovor diplome: Lužan Nika - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-06T10:45:00+00:00,2025-01-06T13:15:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2024-12-17T10:45:00+00:00,2024-12-17T13:15:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,302,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2024-12-24T08:00:00+00:00,2024-12-24T10:30:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2024-05-27T11:00:00+00:00,2024-05-27T11:30:00+00:00,"Zagovor diplome: Mlinarič Simon - - Mentor: Goran Vukovič/FOV, somentor: Janja Jerebic-UNI-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-13T10:45:00+00:00,2025-01-13T13:15:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2024-12-17T14:15:00+00:00,2024-12-17T16:45:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2023-05-05T09:00:00+00:00,2023-05-05T09:30:00+00:00,"Zagovor diplome: Kaurin Damjan - - Mentor: Damjan Maletič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-06-19T11:00:00+00:00,2024-06-19T11:30:00+00:00,"Zagovor magisterija: Vidović Ivana - - Mentor: Polona Šprajc/FOV, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-06T08:00:00+00:00,2025-01-06T10:30:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,303,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2022-11-08T11:00:00+00:00,2022-11-08T11:30:00+00:00,"Zagovor magisterija: Levinger Matic - - Mentor: , somentor: -MAG-Redni",706 Sejna soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-12-23T10:45:00+00:00,2024-12-23T13:15:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,302,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2024-09-09T11:00:00+00:00,2024-09-09T11:30:00+00:00,"Zagovor diplome: Bremšak Ema - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-13T08:00:00+00:00,2025-01-13T10:30:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,303,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2022-06-20T09:00:00+00:00,2022-06-20T09:30:00+00:00,"Zagovor diplome: Zadnik Jan - - Mentor: Marjan Senegačnik/FOV, somentor: Alenka Baggia/FOV-UNI-Redni",706 Sejna soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-11-07T14:15:00+00:00,2024-11-07T16:45:00+00:00,V-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Damjan Maletic,V,Praktikum inženiringa poslovnih sistemov,,,,,,
2025-01-22T10:45:00+00:00,2025-01-22T13:15:00+00:00,e-V-Management vzdrževanja-VS-Redni,E-učilnica,Damjan Maletic,e-V,Management vzdrževanja,,,,,,
2025-01-24T10:45:00+00:00,2025-01-24T13:15:00+00:00,V-Management vzdrževanja-VS-Redni,302,Damjan Maletic,V,Management vzdrževanja,,,,,,
2024-09-10T11:00:00+00:00,2024-09-10T11:30:00+00:00,"Zagovor diplome: Rudolf Matic - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-12-19T10:45:00+00:00,2024-12-19T13:15:00+00:00,e-P-Obvladovanje fizičnih sredstev-UNI-Redni,E-učilnica,Damjan Maletic,e-P,Obvladovanje fizičnih sredstev,,,,,,
2023-09-07T09:00:00+00:00,2023-09-07T09:30:00+00:00,"Zagovor diplome: Todorović Vladimir - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",706 Sejna soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2019-09-11T09:00:00+00:00,2019-09-11T09:30:00+00:00,"Zagovor diplome: Rebernik Špela - - Mentor: Damjan Maletič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-12-20T10:45:00+00:00,2024-12-20T13:15:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,302,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2025-01-07T08:00:00+00:00,2025-01-07T10:30:00+00:00,e-P-Obvladovanje fizičnih sredstev-UNI-Redni,E-učilnica,Damjan Maletic,e-P,Obvladovanje fizičnih sredstev,,,,,,
2022-06-30T10:30:00+00:00,2022-06-30T11:00:00+00:00,"Zagovor diplome: Černe Jan - - Mentor: Marjan Senegačnik/FOV, somentor: Branka Jarc Kovačič-VS-Izredni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2023-09-07T09:00:00+00:00,2023-09-07T09:30:00+00:00,"Zagovor diplome: Pantović Jelisavesta - - Mentor: Zvone Balantič/FOV, somentor: -UNI-Redni",706 Sejna soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-09T10:45:00+00:00,2025-01-09T13:15:00+00:00,e-P-Management vzdrževanja-VS-Redni,E-učilnica,Damjan Maletic,e-P,Management vzdrževanja,,,,,,
2023-07-05T10:00:00+00:00,2023-07-05T10:30:00+00:00,"Zagovor diplome: Maja Zupan - - Mentor: Tomaž Kern/FOV, somentor: -UNI-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-12-23T08:00:00+00:00,2024-12-23T10:30:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2025-01-21T10:45:00+00:00,2025-01-21T13:15:00+00:00,V-Management vzdrževanja-VS-Redni,302,Damjan Maletic,V,Management vzdrževanja,,,,,,
2025-01-20T17:00:00+00:00,2025-01-20T21:05:00+00:00,Konzultacije-Management vzdrževanja - vaje-VS-Izredni,MS Teams,Damjan Maletic,Konzultacije *  vaj,Management vzdrževanja -,,,,,,
2025-01-10T10:45:00+00:00,2025-01-10T13:15:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2025-03-04T10:45:00+00:00,2025-03-04T11:30:00+00:00,e-P-Praktikum inženiringa poslovnih sistemov-UNI-Redni,E-učilnica,Damjan Maletic,e-P,Praktikum inženiringa poslovnih sistemov,,,,,,
2025-01-14T08:00:00+00:00,2025-01-14T10:30:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,303,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2024-12-20T17:00:00+00:00,2024-12-20T19:30:00+00:00,e-P-Management vzdrževanja-VS-Redni,E-učilnica,Damjan Maletic,e-P,Management vzdrževanja,,,,,,
2024-09-27T11:00:00+00:00,2024-09-27T11:30:00+00:00,"Zagovor diplome: Sušnik Rok - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",MS Teams,Damjan Maletic,Zagovor,Zagovor,,,,,,
2023-10-02T09:00:00+00:00,2023-10-02T09:30:00+00:00,"Zagovor magisterija: Manojlović Antić Jelena - - Mentor: Matjaž Maletič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2023-09-07T09:00:00+00:00,2023-09-07T09:30:00+00:00,"Zagovor diplome: Debenec Sara - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",706 Sejna soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-04-17T09:00:00+00:00,2024-04-17T09:30:00+00:00,"Zagovor magisterija: Markelj Uroš - - Mentor: Damjan Maletič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-10T08:00:00+00:00,2025-01-10T10:30:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,303,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2025-01-09T08:00:00+00:00,2025-01-09T10:30:00+00:00,e-P-Obvladovanje fizičnih sredstev-UNI-Redni,E-učilnica,Damjan Maletic,e-P,Obvladovanje fizičnih sredstev,,,,,,
2023-09-11T11:00:00+00:00,2023-09-11T11:30:00+00:00,"Zagovor magisterija: Rakovec Maša - - Mentor: Matjaž Maletič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-07-01T13:00:00+00:00,2024-07-01T13:30:00+00:00,"Zagovor magisterija: Gabrovšek Simon - - Mentor: Dušan Mežnar, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2023-06-27T12:00:00+00:00,2023-06-27T12:30:00+00:00,"Zagovor magisterija: Gačnik Saša - - Mentor: Polona Šprajc/FOV, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2024-12-18T14:15:00+00:00,2024-12-18T16:45:00+00:00,P-Management vzdrževanja-VS-Redni,302,Damjan Maletic,P,Management vzdrževanja,,,,,,
2025-05-26T08:00:00+00:00,2025-05-26T10:30:00+00:00,V-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Damjan Maletic,V,Praktikum inženiringa poslovnih sistemov,,,,,,
2023-06-14T10:00:00+00:00,2023-06-14T10:30:00+00:00,"Zagovor magisterija: Gojak Nadja - - Mentor: Teodora Ivanuša, somentor: -MAG-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2022-06-30T11:00:00+00:00,2022-06-30T11:30:00+00:00,"Zagovor diplome: Piškurič Luka - - Mentor: , somentor: -UNI-Redni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-07T10:45:00+00:00,2025-01-07T13:15:00+00:00,e-P-Management vzdrževanja-VS-Redni,E-učilnica,Damjan Maletic,e-P,Management vzdrževanja,,,,,,
2025-01-08T08:00:00+00:00,2025-01-08T10:30:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,303,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2025-01-09T17:00:00+00:00,2025-01-09T21:05:00+00:00,Konzultacije-Management življenjskega cikla sredstev-MAG-Izredni,MS Teams,Damjan Maletic,Konzultacije * MAG-,Management življenjskega cikla sredstev-,,,,,,
2025-01-23T10:45:00+00:00,2025-01-23T13:15:00+00:00,V-Management vzdrževanja-VS-Redni,302,Damjan Maletic,V,Management vzdrževanja,,,,,,
2023-03-30T11:00:00+00:00,2023-03-30T11:30:00+00:00,"Zagovor diplome: Grahek Jasmina - - Mentor: Maja Meško, somentor: Zvone Balantič/FOV-VS-Izredni",707 Diplomska soba,Damjan Maletic,Zagovor,Zagovor,,,,,,
2025-01-20T10:45:00+00:00,2025-01-20T13:15:00+00:00,e-V-Management vzdrževanja-VS-Redni,E-učilnica,Damjan Maletic,e-V,Management vzdrževanja,,,,,,
2024-12-18T10:45:00+00:00,2024-12-18T13:15:00+00:00,P-Obvladovanje fizičnih sredstev-UNI-Redni,303,Damjan Maletic,P,Obvladovanje fizičnih sredstev,,,,,,
2023-09-19T10:00:00+00:00,2023-09-19T10:30:00+00:00,"Zagovor diplome: Založnik Luka - - Mentor: Matjaž Maletič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2023-07-12T10:00:00+00:00,2023-07-12T10:30:00+00:00,"Zagovor diplome: Leskovar Jaša - - Mentor: Matjaž Maletič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2022-12-20T10:30:00+00:00,2022-12-20T11:00:00+00:00,"Zagovor magisterija: Sopotnik Nedeljko Maša - - Mentor: Ksenija Tušek Bunc, somentor: -MAG-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2019-12-02T10:00:00+00:00,2019-12-02T10:30:00+00:00,"Zagovor magisterija: Recek Teja - - Mentor: Mirjana Kljajić Borštnar/FOV, somentor: Matjaž Maletič/FOV-MAG-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2019-09-09T09:00:00+00:00,2019-09-09T09:30:00+00:00,"Zagovor diplome: Petrič Jure - - Mentor: Marjan Senegačnik/FOV, somentor: Matjaž Maletič/FOV-UNI-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2024-12-19T17:00:00+00:00,2024-12-19T20:15:00+00:00,P-Kakovost v zdr. in soc. organizacijah-MAG-Izredni,303,Matjaz Maletic,P,Kakovost v zdr. in soc. organizacijah,,,,,,
2020-01-13T10:00:00+00:00,2020-01-13T10:30:00+00:00,"Zagovor magisterija: Romih Katja - - Mentor: Marija Ovsenik, somentor: -MAG-Izredni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2019-09-09T10:00:00+00:00,2019-09-09T10:30:00+00:00,"Zagovor diplome: Strehar Mark - - Mentor: Matjaž Maletič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2023-11-27T12:00:00+00:00,2023-11-27T12:30:00+00:00,"Zagovor diplome: Božović Teodora - - Mentor: Marjan Senegačnik/FOV, somentor: -UNI-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2019-11-13T14:00:00+00:00,2019-11-13T14:30:00+00:00,"Zagovor magisterija: Radujko Sanja - - Mentor: Matjaž Maletič/FOV, somentor: Mateja Lorber-MAG-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2024-12-20T14:15:00+00:00,2024-12-20T16:45:00+00:00,P-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Matjaz Maletic,P,Praktikum inženiringa poslovnih sistemov,,,,,,
2024-12-20T08:00:00+00:00,2024-12-20T12:05:00+00:00,P-Kakovost v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Matjaz Maletic,P,Kakovost v zdr. in soc. organizacijah,,,,,,
2025-03-05T08:00:00+00:00,2025-03-05T08:45:00+00:00,e-P-Praktikum inženiringa poslovnih sistemov-UNI-Redni,E-učilnica,Matjaz Maletic,e-P,Praktikum inženiringa poslovnih sistemov,,,,,,
2019-09-12T12:00:00+00:00,2019-09-12T12:30:00+00:00,"Zagovor diplome: Despotovič Tina - - Mentor: Marjan Senegačnik/FOV, somentor: Dušan Mežnar-UNI-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2023-10-26T13:15:00+00:00,2023-10-26T13:45:00+00:00,"Zagovor magisterija: Završnik Sara - - Mentor: Suzana Kraljić, somentor: -MAG-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2019-09-09T09:00:00+00:00,2019-09-09T09:30:00+00:00,"Zagovor diplome: Rajkovič Marjan - - Mentor: Matjaž Maletič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
2024-11-07T14:15:00+00:00,2024-11-07T16:45:00+00:00,V-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Matjaz Maletic,V,Praktikum inženiringa poslovnih sistemov,,,,,,
2024-12-23T08:00:00+00:00,2024-12-23T11:15:00+00:00,P-Kakovost v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Matjaz Maletic,P,Kakovost v zdr. in soc. organizacijah,,,,,,
2024-09-10T11:00:00+00:00,2024-09-10T11:30:00+00:00,"Zagovor diplome: Rudolf Matic - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",707 Diplomska soba,Matjaz Maletic,Zagovor,Zagovor,,,,,,
